title,description,category,price_type,price,age_range,address,latitude,longitude,image_url,image_source,date,time,phone,website,has_deal,deal_description,deal_expiry,tags,metro_area,schema_version
Bubba Gump Shrimp Co.,Family-friendly seafood and shrimp dining at Mall of America third floor,restaurants,Paid,$$,all ages,"Mall of America, Bloomington, MN",44.8550204,-93.2421195,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://www.bubbagump.com/location/bubba-gump-mall-of-america-mn/,False,,,"family-dining,kids-menu,bloomington,south-metro,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizzeria Lola,Award-winning wood-fired Neapolitan pizza with fresh ingredients and kids menu,restaurants,Paid,$$,all ages,"Southwest Minneapolis, MN",44.895035,-93.291286,https://images.getbento.com/accounts/a376580257b5e23a12abee5f35b6e42a/media/images/88294Pizzeria_Lola_Sweet_Italian-1.jpg,curated,,,,https://www.pizzerialola.com/,False,,,"family-dining,kids-menu,pizza,minneapolis,ice-cream,twin-cities,fusion","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Holman's Table,Top family pick with great food and airplane watching view from dining area,restaurants,Paid,$$,all ages,"Saint Paul, MN",44.9497487,-93.0931028,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://www.holmanstable.com/,False,,,"family-dining,kids-menu,st-paul,unique-setting","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Due Focacceria,Family-friendly outdoor dining in Mac-Groveland neighborhood with fresh Italian focaccia,restaurants,Paid,$$,all ages,"St. Paul, MN",44.9497487,-93.0931028,https://images.squarespace-cdn.com/content/v1/5a3d7001d7bdce21b3f1a1d8/1f43cfa6-bbfe-4a25-9894-72399382384c/due-exterior.webp?format=1500w,curated,,,,https://www.duefocacceria.com/,False,,,"family-dining,kids-menu,patio,st-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sara's Table Chester Creek Café,Fresh thoughtful menu for kids and adults with indoor/outdoor seating in Duluth,restaurants,Paid,$$,all ages,"Duluth, MN",46.7838287,-92.1052679,https://www.astccc.net/wp-content/uploads/2026/05/Puerco-Asada-1-1.png,curated,,,,https://www.astccc.net/,False,,,"family-dining,kids-menu,duluth,outdoor-patio","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Uncle Loui's Café,Classic no-fuss breakfasts that appeal to kids and parents in Duluth,restaurants,Paid,$,all ages,"Duluth, MN",46.7838287,-92.1052679,https://images.pexels.com/photos/38081727/pexels-photo-38081727.jpeg,curated_category,,,,,False,,,"family-dining,kids-menu,diner,duluth,breakfast","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Chick-fil-A Mankato,"Fast-casual family dining with kids menu, opening August 20 2026",restaurants,Paid,$,all ages,"Mankato, MN",44.16585,-94.0028,https://images.pexels.com/photos/28442529/pexels-photo-28442529.jpeg,curated_category,,,,https://chick-fil-a.com,False,,,"family-dining,kids-menu,mankato","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Conny's,"24 flavors of ice cream, flurries and malts plus chili cheese dog and mac & cheese wedges",restaurants,Paid,$,all ages,"Minneapolis area, MN",44.970888,-93.222135,https://images.squarespace-cdn.com/content/v1/6041b12f24cd730f88e85215/380e2aa4-7b4a-43dd-b256-8acf23d39b6d/IMG_0188.jpeg?format=1500w,curated,,,,,False,,,"family-dining,ice-cream,dessert,minneapolis,budget-friendly","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sebastian Joe's Linden Hills,All-natural inventive ice cream flavors with patio and giant tortoise statue for kids,restaurants,Paid,$$,all ages,"Minneapolis, MN",44.9772995,-93.2654692,https://sebastianjoesicecream.com/wp-content/uploads/2021/09/SJs_fall_2021_photoset_saltedcaramel.png,curated,,,,https://sebastianjoesicecream.com/locations/linden-hills/,False,,,"family-dining,ice-cream,dessert,patio,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
2 Scoops,Family-owned with homemade waffle cones and 18+ ice cream flavors,restaurants,Paid,$,all ages,"St. Paul, MN",44.9497487,-93.0931028,https://2scoopseatery.com/wp-content/uploads/2020/06/strore-front.png,curated,,,,https://2scoopseatery.com/,False,,,"family-dining,ice-cream,dessert,st-paul,all-ages","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Cantina Laredo,Mexican restaurant at Mall of America with kids menu,restaurants,Paid,$$,all ages,"Bloomington, MN",44.8322405,-93.3204872,https://images.pexels.com/photos/5737254/pexels-photo-5737254.jpeg,curated,,,,https://www.cantinalaredo.com/location/bloomington-minnesota/,True,Kids eat free Tuesday lunch or dinner with adult meal purchase,,"family-dining,kids-menu,kids-eat-free,tuesday,bloomington,south-metro","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Raphael's Bakery Cafe,Small-town charm bakery cafe with homemade buns and kids menu,restaurants,Paid,$,all ages,"Bemidji, MN",47.472315,-94.883279,https://www.raphaelsbakery.com/wp-content/uploads/2024/04/Maple-Bacon-Long-Johns-749-x-500-px.jpg,curated,,,,https://www.raphaelsbakery.com/,False,,,"family-dining,kids-menu,diner,bemidji,north","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Chuck E. Cheese - Blaine,"Character dining with arcade games, ticket redemption, and pizza restaurant combined for family entertainment and kids' parties",restaurants,Varies,,,"8943 University Ave NE, Blaine, MN 55432",45.133209,-93.262879,https://s3-media0.fl.yelpcdn.com/bphoto/ECHK7qODGAtfZSrswZDMZA/348s.jpg,curated,,"Mon-Thu 11am-9pm, Fri 11am-10pm, Sat 10am-10pm, Sun 11am-9pm",(763) 785-2966,https://www.chuckecheese.com/,False,,,"family-dining,arcade,character-dining,kids,family,all-ages","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tiny Diner,Outdoor flower garden and cozy twig play structure designed by local artist Kelly English; kids explore gardens while waiting for food; dedicated kids menu available,restaurants,Varies,,,"1024 E 38th St, Minneapolis, MN 55407",44.934455,-93.259011,https://images.squarespace-cdn.com/content/v1/5f60bc1b6c6cfd13cdc87a72/d050e57e-05ea-464e-ba91-4809e29a83ba/td_07_16_033_28962151126_o.jpg?format=1500w,curated,,,(612) 767-3322,https://www.tinydiner.com/,False,,,"family-dining,play-area,kids-menu,kids,family,garden","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Tilia,"Metal lunch box ""Busy Boxes"" filled with rubber toys, notepads, markers, stickers and trinkets for kids; three-course kids menu; cheeseburgers and chicken available",restaurants,Varies,,,"2726 W 43rd St, Minneapolis, MN 55410",44.924682,-93.314088,https://images.squarespace-cdn.com/content/v1/5b5698195417fc565f073fc5/1533829446735-WW0RY8YRVZVRQLOPHT2A/tilia_bg1.jpg?format=1500w,curated,,,(612) 354-2806,https://www.tiliampls.com/,False,,,"family-dining,kids-menu,kids,family,busy-boxes,kids-treats","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Gia,Three-course kids menu with art supplies provided to decorate the table while waiting for Italian food,restaurants,Varies,,,"5555 Xerxes Ave S, Minneapolis, MN 55410",44.901880,-93.318537,https://images.squarespace-cdn.com/content/v1/653009feecc00832a8c63e87/1769548001647-Y5BGP8YXLTMEX2F0LOBY/2025.07.09_Gia_Patio_1.jpg?format=1500w,curated,,,(612) 274-7163,https://www.giampls.com/,False,,,"family-dining,kids-menu,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Kyatchi - Minneapolis,"Rare Japanese restaurant with dedicated kids menu featuring ramen with homemade chicken broth, onigiri, organic chicken meatballs over white rice, and hot dogs",restaurants,Varies,,,"3758 Nicollet Ave S, Minneapolis, MN 55409",44.890197,-93.278122,https://static.spotapps.co/spots/c4/cb07b497e142ec84b6cfcd73c1036d/:original,curated,,,,https://kyatchi.com/,False,,,"family-dining,kids-menu,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Moscow on the Hill,Friendly staff in dim dramatic atmosphere; kids menu includes Moscow fries and dumplings; welcoming to families with children,restaurants,Varies,,,"371 Selby Ave, St. Paul, MN 55102",44.946728,-93.115584,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated_category,,,,https://www.visitsaintpaul.com/directory/moscow-on-the-hill/,False,,,"family-dining,kids-menu,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Moscow on the Hill,Friendly and unpretentious with dim lighting and toddler-friendly bathroom murals,restaurants,Paid,,All ages,"Moscow on the Hill, Twin Cities, MN",43.70718,-93.09825,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated_category,,,,https://www.visitsaintpaul.com/directory/moscow-on-the-hill/,False,,,"family-dining,kids-menu,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Okome House,"Japanese comfort food restaurant serving onigiri (decorative rice balls), udon, donburi, with traditional Japanese flavors; counter-service format appeals to kids",restaurants,Varies,,families,"4457 42nd Ave S, Minneapolis, MN 55406",44.921693,-93.212471,https://images.squarespace-cdn.com/content/v1/5e92014fd31e9d51bb5c690f/9b2d4a99-f16e-49f1-9f5c-199065bc968a/72+copy.jpg?format=1500w,curated,,"Tue 4:30pm-8pm, Wed-Fri 4:30pm-9pm, Sat 11:30am-9pm, Sun 11:30am-8pm",,https://okome.house/,False,,,"family-dining,kids-menu,kids,family,minneapolis,asian","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Mel-O-Glaze Bakery & Donut Shop,"Tasty, affordable donuts with mega-size options suitable for kids' birthday celebrations and special treats",restaurants,Paid,,,"4800 28th Ave S, Minneapolis, MN 55417",44.915846,-93.232426,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,Mon-Sun 7:30am-6pm,(612) 729-9316,https://mspmag.com/locations/Mel-O-Glaze-Bakery/,False,,,"family-dining,dessert,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Cold Front,Old-school fountain drinks and premium Chocolate Shoppe ice cream; fresh waffle cones made in-house; specialty in-house soda syrups and chai,restaurants,Paid,,all ages,"490 Hamline Ave S, St. Paul, MN 55116",44.926654,-93.156701,https://images.squarespace-cdn.com/content/v1/547fd056e4b08e1b8a462df6/3f89c273-ec7c-4b4a-9823-c98233d5d947/2018-04-27+15.23.22.jpg?format=1500w,curated,,"Mon 2pm-9pm, Tue-Fri 11am-9pm, Sat 11am-10pm, Sun 11am-9pm",(612) 271-8732,https://www.coldfrontmsp.com/,False,,,"family-dining,dessert,kids,family,all-ages,ice-cream,st-paul","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bridgeman's Ice Cream Parlor,"Historic ice cream parlor with vintage soda fountain serving sundaes, floats, and retro treats; nostalgic soda fountain experience with original atmosphere",restaurants,Paid,,,"2110 Eagle Creek Ln, Woodbury, MN 55129",44.917887,-92.901708,https://www.bridgemans.com/site_assets/Spring2025-51%20-%20Copy%202.JPG,curated,,,(651) 315-8985,https://www.bridgemans.com/,False,,,"family-dining,dessert,kids,family,all-ages","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Grandpa Joe's Candy Shop - Spring Lake Park,Soda fountain with hand-scooped ice cream and World Famous $5 Candy Buffet where kids fill a small box with any candy for $5; nostalgic soda fountain experience,restaurants,Paid,,,"1625 County Hwy 10, Spring Lake Park, MN 55432",45.117575,-93.230412,https://images.pexels.com/photos/17429503/pexels-photo-17429503.jpeg,curated_category,,,(763) 432-0704,https://grandpajoescandyshop.com/,True,$5 Candy Buffet - fill a small box with any candy from buffet for $5,,"family-dining,dessert,candy,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Grandpa Joe's Candy Shop - Bloomington,Soda fountain with hand-scooped ice cream and World Famous $5 Candy Buffet where kids fill a small box with any candy for $5,restaurants,Paid,,,"9801 Nicollet Ave S, Bloomington, MN 55420",44.859797,-93.278391,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,,https://grandpajoescandyshop.com/,True,$5 Candy Buffet - fill a small box with any candy from buffet for $5,,"family-dining,dessert,candy,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
George & the Dragon,Bookcase with borrowable kids books while waiting for food; neighborhood pub designed as family-friendly English pub with kids in mind,restaurants,Varies,,all ages,"813 W 50th St, Minneapolis, MN 55419",44.912207,-93.290317,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,https://www.ganddpub.com/,False,,,"family-dining,kids,family,kids-menu,minneapolis","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
St. Paul Tap Sports Bar & Gaming Co.,"Over 50 arcade games and pinball machines including Ms. Pac-Man, Donkey Kong, Jurassic Park, Teenage Mutant Ninja Turtles; classic bar games like Pool and Jenga",restaurants,Varies,,"teens, kids","825 Jefferson Ave, St. Paul, MN 55102",44.931010,-93.134574,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,,https://www.stpaultapmn.com/,False,,,"family-dining,arcade,teens,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Skatin' Place - St. Cloud,"Roller skating, bounce house, arcade games, laser tag, and handcrafted pizza all in one venue; session-based pricing model",restaurants,Varies,,All ages,"3302 Southway Dr, St. Cloud, MN 56301",45.516525,-94.164175,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated_category,,,(320) 252-8123,https://saintcloudskatinplace.com/,False,,,"family-dining,arcade,open-play,kids,family,st-cloud,all-ages,pizza,play-area,outstate/day-trip","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Chuck E. Cheese - St. Cloud,"Character dining with arcade games, ticket redemption, and pizza restaurant combined for family entertainment and kids' parties",restaurants,Varies,,all,"St. Cloud, MN",45.5616075,-94.1642004,https://s3-media0.fl.yelpcdn.com/bphoto/ECHK7qODGAtfZSrswZDMZA/348s.jpg,curated,,,,https://www.chuckecheese.com/st-cloud-mn/,False,,,"family-dining,arcade,character-dining,kids,family,st-cloud,all-ages,games,pizza,play-area,saint-cloud","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizza Ranch - Waite Park/St. Cloud,"All-you-can-eat pizza and chicken buffet with salad bar and desserts; FunZone Arcade with games and prizes in safe, family-friendly environment",restaurants,Varies,,,"110 2nd St S, Waite Park, MN 56387",45.549802,-94.218212,https://images.pexels.com/photos/5990494/pexels-photo-5990494.jpeg,curated_category,,,(320) 203-8646,https://pizzaranch.com/locations/mn/waite-park/110-2nd-street-south,True,Tuesdays: free kid's buffet with an adult buffet purchase,,"family-dining,arcade,kids,family,st-cloud","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizza Ranch - Bemidji,"All-you-can-eat pizza and chicken buffet with salad bar, desserts, birthday parties, and FunZone Arcade games and prizes",restaurants,Varies,,,"1635 Paul Bunyan Dr NW, Bemidji, MN 56601",47.493832,-94.903810,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,,,https://pizzaranch.com/locations/mn/bemidji/1635-paul-bunyan-drive-nw,True,Tuesdays: free kid's buffet with an adult buffet purchase,,"family-dining,arcade,kids,family,bemidji","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pizza Ranch - Duluth,All-you-can-eat pizza and chicken buffet with fresh salad bar and desserts; FunZone Arcade with latest games and prizes in family-friendly environment,restaurants,Varies,,,"1600 Miller Trunk Way, Duluth, MN 55811",46.783829,-92.105268,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated_category,,Mon-Sat 11am-9pm,(218) 464-0751,https://pizzaranch.com/locations/mn/duluth/1600-miller-trunk-way,True,Half Price Play Mondays - all FunZone Arcade games at 1/2 price all day Monday,,"family-dining,arcade,kids-eat-free,kids,family,duluth","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Adventure Zone Family Fun Center - Duluth,"Over 50,000 square feet with multi-level laser tag, mini golf, batting cages, Northland's largest video/redemption arcade, VR arena, climbing rock walls, and kids play area",restaurants,Varies,,all ages,"329 Lake Ave S, Duluth, MN 55802",46.782610,-92.095965,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,,(218) 740-4000,https://www.adventurezoneduluth.com/,False,,,"family-dining,arcade,indoor-playground,kids,family,duluth,all-ages","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
SMOAK BBQ - Rochester,Barbeque restaurant with wide range of options including vegan choices and kid-friendly meals; kids eat free on Mondays and Tuesdays with adult purchase,restaurants,Varies,,,"2291 Commerce Dr NW, Rochester, MN 55901",44.047782,-92.519086,https://images.pexels.com/photos/2014938/pexels-photo-2014938.jpeg,curated,,,,https://smoakbbqmn.com/,True,Kids eat free Monday and Tuesday with purchase of adult entrée,,"family-dining,kids-eat-free,kids,family,rochester","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Pasquale's Neighborhood Pizzeria - Rochester,Authentic NY-style pizza and traditional Italian food; kids under 12 enjoy $1 cheese slice from Sunday-Thursday,restaurants,Varies,,kids,"130 5th St SW, Rochester, MN 55902",44.018078,-92.464995,https://images.squarespace-cdn.com/content/v1/5773ed83414fb5b92b37751e/1512323505532-3XEUG2OV7RW0WMG0R5TU/_DSC0768.jpg?format=1500w,curated,,,(507) 424-7800,https://pnpizza.com/,True,$1 cheese slice for kids under 12 Sunday-Thursday,,"family-dining,kids-eat-free,kids,family,rochester,kids-menu","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Chester's Kitchen & Bar - Rochester,Contemporary American restaurant in downtown location; family-friendly dining in modern setting,restaurants,Varies,$$,all ages,"111 S Broadway, Rochester, MN 55904",44.022400,-92.463487,https://chesterskb.com/wp-content/uploads/2024/10/C-39-1600x900.jpg,curated,,,(507) 424-1211,https://chesterskb.com/,False,,,"family-dining,kids,family,rochester,kids-menu","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Bar Harbor Supper Club - Nisswa/Gull Lake,"Bustling supper club atmosphere with lively energy; traditional supper club experience with relish trays, salad bars, and classic entrees",restaurants,Varies,,,"8164 Interlachen Rd, Lake Shore, MN 56468",46.508546,-94.349345,https://images.getbento.com/accounts/2d3a234dabcd721b6c7cbe9d8f08eadd/media/k7wyA7tQlaQtJWOWOMfq_website%20picture%201.jpg,curated,,,,https://www.barharborsupperclub.com/,False,,,"family-dining,kids,family,brainerd","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
The Classic Grill at Madden's - Brainerd,Sophisticated fine dining at lakeside resort with excellent presentation; walleye specialties and signature Old-Fashioned cocktails in scenic Gull Lake setting,restaurants,Varies,,,"11672 County Rd 18 SW, Brainerd, MN 56401",46.358022,-94.200829,https://images.pexels.com/photos/33858065/pexels-photo-33858065.jpeg,curated,,,,https://www.maddens.com/dining/the-classic-grill/,False,,,"family-dining,kids,family,brainerd","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Sunset Lanes - Moorhead,"24 bowling lanes with automatic bumpers for kids and updated touch screens; arcade on 2nd floor; kitchen serves pizza, burgers, and fryer food",restaurants,Varies,,,"620 Hwy 75 N, Moorhead, MN 56560",46.867973,-96.767924,https://images.pexels.com/photos/5373242/pexels-photo-5373242.jpeg,curated_category,,,(218) 233-6153,https://bowlingsunset.com/,True,Kids Bowl Free: 2 free games every day all summer long at this participating center; registration for a Kids Bowl Free account required. Shoe rental not included in the free games.,,"family-dining,arcade,open-play,kids,family,moorhead","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Canelake's Candies - Virginia,"Minnesota's oldest candy store since 1905 with soda fountain; serves ice cream and has vintage red stools; handmade truffles, fudge, toffee, and chocolate-covered treats",restaurants,Paid,,,"414 Chestnut St, Virginia, MN 55792",47.523059,-92.537150,https://www.canelakescandies.com/uploads/1/1/2/0/112071401/canelakesstorefront_orig.jpg,curated,,,,https://www.canelakescandies.com/,False,,,"family-dining,dessert,candy,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Widman's Candy Shop - Crookston,"Candy shop since 1911 famous for Chippers (potato chips covered in chocolate); also handmade caramels, taffy, turtles, fudge, peanut brittle, and almond bark",restaurants,Paid,,,"Crookston, MN",47.773999,-96.608117,https://images.pexels.com/photos/27866922/pexels-photo-27866922.jpeg,curated_category,,,,,False,,,"family-dining,dessert,candy,kids,family","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Kyatchi,"Japanese restaurant with a dedicated kids menu featuring kids ramen, sushi combos, and chicken meatballs. Has high chairs and changing table for families.",restaurants,Paid,$$,All ages,"3758 Nicollet Ave, Minneapolis, MN 55409",44.934343,-93.278154,https://static.spotapps.co/spots/c4/cb07b497e142ec84b6cfcd73c1036d/:original,curated,,,(612) 236-4429,https://kyatchi.com/,False,,,"minneapolis,japanese,kids-menu,sushi,family-dining,kids,family,asian","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Kyatchi,"Japanese restaurant with relaxed atmosphere, kids menu featuring ramen and hot dogs",restaurants,Paid,,All ages,"Kyatchi, Twin Cities, MN",,,https://static.spotapps.co/spots/c4/cb07b497e142ec84b6cfcd73c1036d/:original,curated,,,,https://kyatchi.com/,False,,,"family-dining,kids-menu,japanese,twin-cities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Buca di Beppo,Family-style Italian dining with large shareable portions perfect for groups. Dedicated kids menu for children 10 and under with beverage included.,restaurants,Paid,$$,All ages,"1204 Harmon Pl, Minneapolis, MN 55403",44.974053,-93.280091,https://images.pexels.com/photos/21370021/pexels-photo-21370021.jpeg,curated_category,,"Mon-Thu 11am-9:30pm, Fri-Sat 11am-10:30pm, Sun 11am-9pm",(612) 288-0138,https://dineatbuca.com/locations/minneapolis/,False,,,"minneapolis,italian,family-dining,kids-menu,pizza,pasta,family-style","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Punch Pizza - Northeast Minneapolis,Wood-fired Neapolitan-style pizza with family-friendly atmosphere and outdoor seating. Good for kids and groups.,restaurants,Paid,$$,All ages,"210 E Hennepin Ave, Minneapolis, MN 55414",44.987516,-93.256885,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,"Sun-Thu 11am-9pm, Fri-Sat 11am-9:30pm",(612) 223-7200,https://punchpizza.com/locations/northeast/,False,,,"minneapolis,pizza,family-dining,patio,wood-fired-pizza,kids-activities","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Punch Pizza Lake Street,Wood-fired Neapolitan pizza with family-friendly atmosphere. Offers gluten-free options and dine-in/takeout.,restaurants,Paid,$$,All ages,"3226 W Lake St, Minneapolis, MN 55416",44.948379,-93.304187,https://images.pexels.com/photos/12557597/pexels-photo-12557597.jpeg,curated_category,,"Sun-Thu 11am-9:30pm, Fri-Sat 11am-10pm",(612) 223-7200,https://punchpizza.com/locations/lake-street/,False,,,"minneapolis,pizza,family-dining,wood-fired-pizza","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
Hell's Kitchen,"Independent, employee-owned restaurant with award-winning scratch food and breakfast. Regular host of families and birthday parties.",restaurants,Paid,$$,All ages,"80 S 9th St, Minneapolis, MN 55402",44.974838,-93.272831,https://images.squarespace-cdn.com/content/v1/5b52a412a2772cca805993f7/1787672422792-XQA9EDVUEACCZO5LLQPY/banner_1500px_wide_lemon-ricotta_cakes_flipped.webp?format=1000w,curated,,"Mon-Thu 7:30am-8:30pm, Fri-Sat 7:30am-10pm, Sun 7:30am-8:30pm",(612) 332-4700,https://hellskitcheninc.com/,False,,,"minneapolis,breakfast,brunch,diner,family-dining,kids-menu,comfort-food","Minnesota Statewide (Twin Cities metro + Duluth, Rochester, St. Cloud, Mankato, Moorhead, Brainerd, Bemidji, Winona, Alexandria)",3.1
